dish_name,countries_of_origin,ingredients
Milanesa Napolitana,['Argentina'],"['flour', 'oregano', 'garlic', 'mozzarella', 'black_pepper', 'mozzarella_cheese', 'tomato_sauce', 'vegetable', 'tomato', 'bread', 'ham', 'parsley', 'cheese', 'olive', 'beef_cutlet', 'egg', 'bread_crumb', 'vegetable_oil', 'green_olive', 'salt', 'pepper', 'parmesan_cheese', 'oil', 'beef']"
Pupusa,"['Nicaragua', 'Belize', 'Panama', 'Guatemala', 'Costa Rica', 'Honduras', 'El Salvador']","['queso', 'jalapeno', 'pumpkin', 'loroco', 'corn', 'chicharron', 'loroco_flower', 'salt', 'zucchini', 'bean', 'refried_bean', 'pumpkin_seed', 'water', 'corn_masa']"
Chicken Chettinad,['India'],"['coconut', 'green_chili', 'onion', 'garlic', 'cardamom', 'coriander', 'chili', 'grated_coconut', 'fennel', 'cumin_seed', 'nut', 'turmeric_powder', 'cashew_nut', 'coriander_powder', 'ginger', 'mustard', 'tamarind', 'tomato', 'cumin', 'curry_leaf', 'black_peppercorn', 'cinnamon', 'lemon_juice', 'red_chili_powder', 'mustard_seed', 'coriander_leaf', 'tamarind_paste', 'star_anise', 'bay_leaf', 'clove', 'chicken', 'yogurt', 'lemon', 'turmeric', 'peppercorn', 'salt', 'poppy_seed', 'cashew', 'fennel_seed', 'oil']"
Olivier Salad,['Russia'],"['egg', 'chicken', 'pickle', 'ham', 'pea', 'onion', 'green_onion', 'potato', 'carrot', 'mustard', 'salt', 'pepper', 'boiled_egg', 'cooked_chicken', 'mayonnaise']"
Taco Salad,['United States'],"['salsa', 'avocado', 'tortilla_chip', 'lettuce', 'black_bean', 'ground_beef', 'cream', 'cheese', 'onion', 'sour_cream', 'cilantro', 'tortilla', 'tomato', 'cheddar_cheese', 'olive', 'bean', 'jalapeno', 'beef']"
Huitlacoche,['Mexico'],"['cornmeal', 'starch', 'corn', 'huitlacoche', 'corn_starch', 'corn_kernel']"
Malidzano,['North Macedonia'],"['feta_cheese', 'yogurt', 'lemon_juice', 'walnut', 'green_bell_pepper', 'lemon', 'garlic', 'olive_oil', 'salt', 'pepper', 'sunflower_oil', 'olive', 'cheese', 'eggplant', 'oil']"
Cendol,"['Brunei', 'Malaysia', 'Cambodia', 'Vietnam', 'Indonesia', 'Laos', 'Myanmar', 'Singapore', 'Timor-Leste', 'Thailand']","['rice_flour', 'mung_bean_flour', 'milk', 'flour', 'coconut', 'sweet_corn', 'pandan_leaf', 'sugar', 'red_bean', 'rice', 'corn', 'shaved_ice', 'jackfruit', 'coconut_milk', 'durian', 'palm_sugar', 'bean', 'ice']"
Gigantes Plaki,['Greece'],"['oregano', 'onion', 'garlic', 'red_pepper_flake', 'celery', 'dill', 'tomato', 'bean', 'lemon_juice', 'mint', 'parsley', 'bay_leaf', 'olive', 'carrot', 'lemon', 'olive_oil', 'giant_bean', 'pepper', 'oil']"
Chipa so'o,['Paraguay'],"['scallion', 'anise_seed', 'milk', 'corn_flour', 'beef', 'flour', 'garlic', 'onion', 'lard', 'corn', 'parsley', 'salt', 'butter', 'cheese', 'baking_powder', 'egg']"
Snowball,['United Kingdom'],"['ice', 'advocaat', 'lemonade', 'maraschino_cherry', 'lime_juice', 'cherry', 'lime']"
Ohio Valley style Pizza,['United States'],"['mozzarella_cheese', 'tomato_sauce', 'pepperoni', 'cheese', 'hot_pepper', 'mushroom', 'pizza_dough', 'sausage', 'onion', 'raw_topping_green_pepper', 'tomato', 'pepper', 'mozzarella', 'olive', 'provolone_cheese']"
Abacus Seeds,['China'],"['tapioca_starch', 'starch', 'corn', 'salt', 'corn_starch', 'sunflower_oil', 'oil', 'water']"
Tyrolean Grey Cheese,"['Austria', 'Italy']","['milk', 'skimmed_milk', 'salt', 'pepper', 'herb']"
Brik,"['Western Sahara', 'Morocco', 'Mauritania', 'Libya', 'Algeria', 'Tunisia']","['tuna', 'caper', 'lemon_juice', 'cheese', 'vegetable', 'vegetable_oil', 'lemon', 'onion', 'potato', 'parsley', 'brik_pastry', 'salt', 'harissa', 'pepper', 'olive', 'pastry', 'oil', 'egg']"
Patty Melt,['United States'],"['ground_beef', 'gruyere_cheese', 'worcestershire_sauce', 'onion', 'swis_cheese', 'american_cheese', 'salt', 'butter', 'pepper', 'rye_bread', 'bread', 'cheese', 'beef', 'mayonnaise']"
Curanto,['Chile'],"['chapalele', 'white_wine', 'fish', 'wine', 'spice', 'shellfish', 'chorizo', 'chicken', 'piure', 'vegetable', 'sausage', 'nalca_leaf', 'milcao', 'potato', 'pork']"
Akhni,"['Bhutan', 'Pakistan', 'Sri Lanka', 'Nepal', 'Bangladesh', 'Maldives', 'India']","['pea', 'green_chili', 'onion', 'garlic', 'cardamom', 'potato', 'coriander', 'chili', 'ginger', 'tomato', 'cumin', 'ghee', 'saffron', 'cinnamon', 'mint', 'rice', 'bay_leaf', 'clove', 'meat', 'yogurt', 'lemon', 'turmeric', 'salt', 'pepper']"
Kibbeh Nayyeh,"['Jordan', 'Palestine', 'Syria', 'Lebanon', 'Cyprus', 'Turkey']","['radish', 'lean_ground_lamb', 'onion', 'pine_nut', 'scallion', 'black_pepper', 'fresh_mint', 'nut', 'fresh_basil', 'cinnamon', 'wheat', 'lamb', 'mint', 'olive', 'allspice', 'olive_oil', 'marjoram', 'salt', 'basil', 'bulgur_wheat', 'pepper', 'oil']"
Akpan,"['Benin', 'Togo']","['vanilla', 'yogurt', 'milk', 'lemon_juice', 'corn_flour', 'flour', 'lemon', 'sugar', 'corn', 'vanilla_extract', 'sweetened_condensed_milk', 'millet', 'water', 'millet_flour']"
Maksalaatikko,['Finland'],"['bread_crumb', 'white_pepper', 'milk', 'liver', 'onion', 'sugar', 'rice', 'salt', 'butter', 'bread', 'pepper', 'raisin', 'egg', 'allspice']"
Rum Baba,['France'],"['yeast', 'vanilla', 'milk', 'dark_rum', 'cream', 'flour', 'rum', 'fruit', 'water', 'sugar', 'apricot_jam', 'jam', 'butter', 'vanilla_extract', 'whipped_cream', 'egg']"
Tube Rice Pudding,['Taiwan'],"['vanilla', 'milk', 'nut', 'coconut', 'pandan_leaf', 'sugar', 'glutinou_rice', 'cardamom', 'rice', 'coconut_milk', 'raisin', 'water']"
Canja De Galinha,"['Cape Verde', 'Brazil', 'Portugal', 'Mozambique']","['chicken', 'lemon_juice', 'broth', 'pea', 'onion', 'garlic', 'lemon', 'cilantro', 'rice', 'potato', 'parsley', 'olive_oil', 'chicken_broth', 'salt', 'pepper', 'olive', 'oil', 'carrot']"
Biroldo,['Italy'],"['spice', 'fennel', 'cinnamon', 'blood', 'nut', 'nutmeg', 'pine_nut', 'garlic', 'lard', 'tongue', 'skin', 'salt', 'pepper', 'raisin', 'clove', 'fennel_seed', 'pig_head']"
Mettwurst,['Germany'],"['beef_sometime', 'mustard_seed', 'garlic', 'cardamom', 'mustard', 'salt', 'pepper', 'coriander', 'pork', 'nutmeg', 'marjoram', 'beef', 'allspice']"
Pom,['Suriname'],"['arrowleaf_elephant_ear_root', 'chicken', 'citru_juice']"
Fanesca,['Ecuador'],"['milk', 'plantain', 'oregano', 'pea', 'onion', 'garlic', 'potato', 'butter', 'green_bean', 'cilantro', 'lentil', 'cabbage', 'cumin', 'bean', 'melloco', 'cream', 'pumpkin', 'leek', 'rice', 'corn', 'squash', 'peanut', 'chocho', 'cheese', 'egg', 'carrot', 'fava_bean', 'achiote', 'lupin', 'sambo', 'pepper', 'bacalao']"
Jollof Rice,"['Gambia', 'Nigeria', 'Cape Verde', 'Sierra Leone', 'Benin', 'Ghana', 'Niger', 'Guinea', 'Guinea-Bissau', 'Mali', 'Senegal', 'Burkina Faso', 'Togo', 'Ivory Coast', 'Mauritania', 'Liberia']","['onion', 'garlic', 'rosemary', 'dried_rosemary', 'black_pepper', 'vegetable', 'ginger', 'smoked_paprika', 'tomato', 'nutmeg', 'red_bell_pepper', 'stock', 'tomato_paste', 'rice', 'stock_cube', 'ground_nutmeg', 'bay_leaf', 'scotch_bonnet_pepper', 'dried_thyme', 'chicken', 'vegetable_oil', 'turmeric', 'curry_powder', 'thyme', 'salt', 'paprika', 'pepper', 'oil']"
Champurrado,['Mexico'],"['vanilla', 'cinnamon', 'chocolate', 'milk', 'piloncillo', 'star_anise', 'vanilla_extract', 'cinnamon_stick', 'masa_harina', 'clove', 'water']"
'Nduja,['Italy'],"['spice', 'red_wine', 'wine', 'calabrian_chili_pepper', 'fat', 'salt', 'pork', 'pepper', 'herb', 'pork_fat', 'chili']"
Bindae-tteok,"['North Korea', 'South Korea']","['onion', 'garlic', 'mung_bean', 'kimchi', 'green_onion', 'sesame_oil', 'salt', 'soybean_sprout', 'pepper', 'pork', 'zucchini', 'bean', 'soy_sauce', 'oil', 'water']"
Biff Rydberg,['Sweden'],"['beef', 'cream', 'egg_yolk', 'worcestershire_sauce', 'onion', 'heavy_cream', 'potato', 'parsley', 'butter', 'egg']"
Gyūtan,['Japan'],"['scallion', 'mirin', 'sake', 'beef_tongue', 'lemon', 'garlic', 'sesame_oil', 'salt', 'pepper', 'miso', 'soy_sauce', 'oil', 'beef']"
Funchoza,"['Belarus', 'Kyrgyzstan', 'Armenia', 'Georgia', 'Uzbekistan', 'Estonia', 'Moldova', 'Azerbaijan', 'Tajikistan', 'Latvia', 'Kazakhstan', 'Russia', 'Lithuania', 'Ukraine', 'Turkmenistan']","['glas_noodle', 'vinegar', 'noodle', 'chicken', 'beef', 'cucumber', 'onion', 'garlic', 'cilantro', 'bell_pepper', 'sesame_oil', 'shrimp', 'pepper', 'soy_sauce', 'oil', 'carrot']"
Beef Wellington,['United Kingdom'],"['white_wine', 'wine', 'puff_pastry', 'parma_ham', 'mushroom', 'garlic', 'pancake', 'mustard', 'pastry', 'dijon_mustard', 'ham', 'egg_yolk', 'pate', 'egg', 'beef_fillet', 'shallot', 'thyme', 'crepe', 'beef']"
Ramen Salad,['Japan'],"['avocado', 'lettuce', 'onion', 'miso', 'corn_kernel', 'soy_sauce', 'sesame_seed', 'vegetable', 'sugar', 'crab_stick', 'bell_pepper', 'rice_vinegar', 'sliced_ham', 'tomato', 'vinegar', 'boiled_egg', 'cherry', 'cherry_tomato', 'noodle', 'miso_paste', 'ham', 'cucumber', 'green_onion', 'rice', 'corn', 'carrot', 'egg', 'seaweed', 'crab', 'chicken', 'vegetable_oil', 'raman_noodle', 'salt', 'pepper', 'oil']"
Rhum Arrangé,"['Réunion', 'Mauritius', 'Madagascar', 'Seychelles']","['spice', 'vanilla', 'coffee', 'citru_peel', 'rum', 'fruit', 'sugar', 'ginger', 'coffee_bean', 'dried_fruit', 'herb', 'bean']"
Gondi,['Iran'],"['chickpea', 'flour', 'onion', 'garlic', 'cardamom', 'chickpea_flour', 'halved_dried_lime', 'dill', 'ground_lamb', 'lime_juice', 'water', 'lamb', 'lime', 'parsley', 'chicken', 'turmeric', 'salt', 'pepper', 'oil']"
Pissaladière,['France'],"['caper', 'pizza_dough', 'onion', 'black_olive', 'olive_oil', 'garlic', 'thyme', 'tomato', 'bay_leaf', 'olive', 'anchovy', 'oil']"
Costeño Cheese,"['Colombia', 'Venezuela']","['milk', 'annatto', 'salt', 'pepper', 'rennet', 'hot_chili_pepper', 'chili']"
Sole Meunière,['France'],"['caper', 'sole', 'flour', 'lemon', 'parsley', 'salt', 'butter', 'pepper']"
Maki Mi,['Philippines'],"['white_pepper', 'mushroom', 'starch', 'garlic', 'soy_sauce', 'scallion', 'black_pepper', 'egg_noodle', 'corn_starch', 'water', 'fried_shallot', 'stock', 'noodle', 'chicken_stock', 'corn', 'garlic_powder', 'pork', 'egg', 'chicken', 'shallot', 'sesame_oil', 'salt', 'pepper', 'oil']"
Onigiri,['Japan'],"['variou_filling', 'rice']"
"Birnen, Bohnen Und Speck",['Germany'],"['green_bean', 'bacon', 'bean', 'pear']"
Haft Mewa,['Afghanistan'],"['walnut', 'fig', 'pistachio', 'water', 'rose_water', 'almond', 'dried_fig', 'cardamom', 'sugar', 'raisin', 'senjed', 'dried_apricot']"
Churros,"['Brazil', 'French Guiana', 'Nicaragua', 'Puerto Rico', 'Uruguay', 'Panama', 'Peru', 'Philippines', 'Mexico', 'Colombia', 'Martinique', 'Saint Martin', 'Portugal', 'Guatemala', 'Chile', 'Bolivia', 'Costa Rica', 'Spain', 'Honduras', 'Paraguay', 'Haiti', 'El Salvador', 'Ecuador', 'Venezuela', 'Argentina', 'Dominican Republic', 'Cuba', 'Guadeloupe']","['vegetable', 'vegetable_oil', 'flour', 'sugar', 'salt', 'oil', 'water']"
Dinamita,['Philippines'],"['fish', 'black_pepper', 'cooking_oil', 'spring_roll_wrapper', 'garlic', 'onion', 'green_chili_pepper', 'ground_pork', 'fish_sauce', 'salt', 'pepper', 'oil', 'pork', 'cheese', 'soy_sauce', 'chili', 'carrot']"
Sai Oua,"['Myanmar', 'Laos', 'Thailand']","['lemon_gras', 'onion', 'garlic', 'coriander', 'shrimp', 'chili', 'roasted_sticky_rice_powder', 'kaffir_lime_leaf', 'cilantro', 'sugar', 'fish_sauce', 'lime_juice', 'fish', 'dried_red_chili', 'green_onion', 'rice', 'shrimp_paste', 'pork', 'galangal', 'lemon', 'turmeric', 'shallot', 'salt', 'lime']"
Aborrajados De Plátano Maduro,['Colombia'],"['milk', 'plantain', 'flour', 'butter', 'vegetable', 'sugar', 'ripe_plantain', 'bread', 'vanilla', 'cinnamon', 'cheese', 'all_purpose_flour', 'egg', 'bread_crumb', 'vegetable_oil', 'salt', 'vanilla_extract', 'baking_powder', 'oil']"
Cawl,['United Kingdom'],"['turnip', 'stock', 'swede', 'parsnip', 'beef', 'pea', 'lamb', 'leek', 'onion', 'potato', 'parsley', 'cabbage', 'barley', 'herb', 'carrot']"
Chả Trứng,['Vietnam'],"['glas_noodle', 'annatto_oil', 'mushroom', 'garlic', 'msg', 'scallion', 'black_pepper', 'annatto', 'sugar', 'crab_meat', 'ground_pork', 'fish_sauce', 'wood_ear_mushroom', 'fish', 'noodle', 'chicken_bouillon', 'pork', 'egg', 'meat', 'crab', 'chicken', 'shallot', 'salt', 'pepper', 'oil']"
Badrijani,['Georgia'],"['walnut', 'garlic', 'cilantro', 'eggplant', 'pomegranate_seed']"
Ginataang Kuhol,['Philippines'],"['snail', 'fish', 'spinach', 'lemon_gras', 'milk', 'coconut', 'lemon', 'onion', 'garlic', 'turmeric', 'ginger', 'fish_sauce', 'salt', 'pepper', 'coconut_milk', 'chili_pepper', 'chili']"
Papas Arrugadas,['Spain'],"['small_potato', 'potato', 'salt', 'mojo_sauce', 'coarse_sea_salt', 'water']"
Milkfish Congee,['Taiwan'],"['white_pepper', 'garlic', 'onion', 'soy_sauce', 'chili', 'bird_eye_chili', 'cilantro', 'ginger', 'fish_sauce', 'fried_shallot', 'water', 'fish', 'milkfish', 'rice', 'green_onion', 'shallot', 'sesame_oil', 'salt', 'pepper', 'oil']"
Arroz Con Hinojos,['Spain'],"['saffron', 'olive', 'fennel', 'chicken', 'broth', 'lemon', 'garlic', 'chicken_broth', 'olive_oil', 'rice', 'parsley', 'salt', 'pepper', 'fennel_bulb', 'bay_leaf', 'lemon_zest', 'oil', 'water']"
Milanesa Sandwich,"['Uruguay', 'Paraguay', 'Argentina']","['avocado', 'lettuce', 'ham', 'sandwich_bread', 'beef_schnitzel', 'roll', 'mustard', 'tomato', 'bread', 'cheese', 'beef', 'mayonnaise']"
Ciorbă De Perișoare,['Romania'],"['onion', 'garlic', 'potato', 'celery', 'dill', 'bell_pepper', 'tomato', 'vinegar', 'ground_meat', 'water', 'cream', 'sour_cream', 'tomato_paste', 'rice', 'parsley', 'bay_leaf', 'egg', 'meat', 'carrot', 'thyme', 'salt', 'pepper']"
Nsala Soup,['Nigeria'],"['ogiri', 'meat', 'catfish', 'water', 'onion', 'yam', 'bitter', 'goat_meat', 'crayfish', 'salt', 'utazi_leaf', 'pepper', 'uziza_seed', 'palm_oil', 'oil', 'goat', 'bitter_leaf']"
Brie,['France'],"['rennet', 'salt', 'milk', 'bacterial_culture']"
Pastrami burger,['United States'],"['ketchup', 'bun', 'lettuce', 'pickle', 'pastrami', 'thousand_island_dressing', 'onion', 'swis_cheese', 'mustard', 'tomato', 'rye_bread', 'bread', 'cheese', 'hamburger_bun', 'ground_beef_patty', 'beef', 'mayonnaise']"
Kokotxas,"['Spain', 'France']","['cod_cheek', 'white_wine', 'wine', 'bread_crumb', 'garlic', 'olive_oil', 'parsley', 'bread', 'olive', 'oil']"
Tunnbröd,['Sweden'],"['yeast', 'anise_seed', 'milk', 'flour', 'warm_water', 'sugar', 'salt', 'butter', 'buttermilk', 'syrup', 'water', 'caraway_seed']"
Kaasstengels,['Netherlands'],"['bread_crumb', 'cheese', 'flour', 'salt', 'butter', 'bread', 'nutmeg', 'egg']"
Sosis Bandari,['Iran'],"['lemon_juice', 'hot_pepper', 'vegetable_oil', 'vegetable', 'lemon', 'sausage', 'onion', 'garlic', 'tomato_paste', 'potato', 'turmeric', 'salt', 'tomato', 'pepper', 'green_bell_pepper', 'oil']"
Cơm Rượu,['Vietnam'],"['banana_leaf', 'wine', 'yeast', 'rice_wine_yeast', 'sugar', 'glutinou_rice', 'rice', 'salt', 'banana']"
Falculelle,['France'],"['brocciu_cheese', 'egg', 'vanilla', 'semolina', 'flour', 'powdered_sugar', 'lemon', 'sugar', 'cheese', 'lemon_zest', 'orange', 'orange_zest']"
Tamale,"['Belize', 'Nicaragua', 'Panama', 'Mexico', 'Guatemala', 'Costa Rica', 'Honduras', 'El Salvador']","['banana_leaf', 'masa', 'corn', 'corn_husk', 'banana']"
Ugadi Pachadi,['India'],"['jaggery', 'coconut', 'coconut_piece', 'tamarind', 'salt', 'neem_flower', 'banana', 'raw_mango', 'water']"
Tushonka,['Russia'],"['black_pepper', 'beef', 'onion', 'garlic', 'lard', 'salt', 'pork', 'pepper', 'carrot', 'bay_leaf']"
Pustakari,['Nepal'],"['molass', 'milk', 'flour', 'coconut', 'sugar', 'rice', 'rice_flour', 'ghee']"
Khoresh Bademjan,['Iran'],"['dried_lime', 'onion', 'garlic', 'black_pepper', 'vegetable', 'sugar', 'tomato', 'eggplant', 'water', 'saffron', 'cinnamon', 'lemon_juice', 'lamb', 'lime', 'parsley', 'vegetable_oil', 'lemon', 'turmeric', 'salt', 'pepper', 'oil', 'beef']"
Karnıyarık,['Turkey'],"['ground_beef', 'onion', 'garlic', 'red_pepper_flake', 'black_pepper', 'ground_lamb', 'sugar', 'tomato', 'cumin', 'eggplant', 'water', 'lamb', 'tomato_paste', 'parsley', 'olive', 'olive_oil', 'salt', 'green_pepper', 'pepper', 'pepper_paste', 'oil', 'beef']"
Nazook,['Armenia'],"['yeast', 'vanilla', 'cinnamon', 'milk', 'walnut', 'cream', 'flour', 'powdered_sugar', 'sour_cream', 'sugar', 'cardamom', 'salt', 'butter', 'vanilla_extract', 'raisin', 'baking_powder', 'egg']"
Pempek sambal,['Indonesia'],"['tapioca_flour', 'fish', 'noodle', 'sweet_soy_sauce', 'shrimp_powder', 'water', 'cucumber', 'flour', 'garlic', 'sugar', 'salt', 'tamarind', 'shrimp', 'vinegar', 'chili', 'egg']"
Gibanica,"['Bosnia and Herzegovina', 'Serbia', 'Croatia', 'Montenegro', 'Slovenia']","['spinach', 'yogurt', 'milk', 'white_cheese', 'cream', 'phyllo_dough', 'sour_cream', 'sugar', 'potato', 'salt', 'butter', 'sugar_for_sweet_version', 'cheese', 'oil', 'egg', 'meat']"
Takoyaki,['Japan'],"['bonito_flake', 'broth', 'flour', 'sauce', 'onion', 'green_onion', 'dashi', 'ginger', 'octopu', 'dashi_broth', 'tempura_scrap', 'tenkasu', 'pickled_ginger', 'egg', 'mayonnaise']"
Neapolitan Ragù,['Italy'],"['wine', 'onion', 'garlic', 'celery', 'black_pepper', 'tomato', 'pancetta', 'red_wine', 'tomato_paste', 'pork', 'olive', 'cheese', 'bay_leaf', 'carrot', 'olive_oil', 'salt', 'basil', 'pepper', 'parmesan_cheese', 'oil', 'beef']"
Battered Sausage,"['New Zealand', 'Australia', 'United Kingdom', 'Ireland']","['milk', 'vegetable', 'vegetable_oil', 'flour', 'sausage', 'salt', 'pepper', 'baking_powder', 'oil']"
Shabu-shabu,['Japan'],"['sesame_sauce', 'daikon_radish', 'radish', 'mushroom', 'garlic', 'onion', 'daikon', 'soy_sauce', 'cabbage', 'seafood', 'tofu', 'noodle', 'udon_noodle', 'ponzu_sauce', 'green_onion', 'enoki_mushroom', 'pork', 'bok_choy', 'carrot', 'napa_cabbage', 'chicken', 'sesame_oil', 'many_variation_include_beef', 'oil', 'beef']"
Rava Idli,['India'],"['pea', 'green_chili', 'chana_dal', 'grated_carrot', 'coriander', 'chili', 'cumin_seed', 'baking_soda', 'urad_dal', 'ginger', 'mustard', 'cumin', 'curry_leaf', 'water', 'semolina', 'mustard_seed', 'coriander_leaf', 'carrot', 'yogurt']"
Kusksu,['Malta'],"['spinach', 'pea', 'onion', 'garlic', 'ricotta', 'broad_bean', 'tomato', 'bean', 'water', 'saffron', 'pasta', 'tomato_paste', 'parsley', 'couscou', 'olive', 'cheese', 'egg', 'fava_bean', 'olive_oil', 'salt', 'pepper', 'parmesan_cheese', 'oil']"
Goat Roti,"['Jamaica', 'Barbados', 'Guyana', 'Suriname', 'Trinidad and Tobago']","['milk', 'garam_masala', 'coconut', 'flour', 'garlic', 'onion', 'pea', 'potato', 'goat', 'scallion', 'culantro', 'roasted_cumin', 'black_pepper', 'ginger', 'goat_meat', 'tomato', 'cumin', 'water', 'ghee', 'all_purpose_flour', 'allspice', 'meat', 'cooking_oil', 'hot_pepper', 'turmeric', 'curry_powder', 'thyme', 'salt', 'yellow_split_pea', 'coconut_milk', 'pepper', 'baking_powder', 'oil']"
Baingan Bharta,['India'],"['cumin_seed', 'red_chili_powder', 'turmeric_powder', 'green_chili', 'coriander_leaf', 'onion', 'garlic', 'turmeric', 'ginger', 'mustard_oil', 'mustard', 'tomato', 'coriander', 'cumin', 'chili', 'eggplant', 'oil']"
Tarak-juk,"['North Korea', 'South Korea']","['sesame_seed', 'nut', 'milk', 'pine_nut', 'sugar', 'rice', 'salt']"
Iced VoVo,['Australia'],"['vanilla', 'biscuit', 'milk', 'coconut', 'food_coloring', 'icing_sugar', 'marshmallow', 'sugar', 'jam', 'coloring', 'butter', 'vanilla_extract', 'icing', 'raspberry_jam', 'desiccated_coconut', 'water']"
Bursa Cantik Pide,['Turkey'],"['ground_beef', 'flour', 'onion', 'butter', 'red_pepper_flake', 'black_pepper', 'sugar', 'tomato', 'water', 'yeast', 'olive', 'egg', 'yogurt', 'olive_oil', 'salt', 'green_pepper', 'pepper', 'oil', 'beef']"
Türlü,['Turkey'],"['onion', 'garlic', 'olive_oil', 'bell_pepper', 'parsley', 'salt', 'tomato', 'pepper', 'olive', 'zucchini', 'eggplant', 'oil']"
Mate Cocido,"['Brazil', 'Uruguay', 'Guyana', 'Bolivia', 'Paraguay', 'Argentina']","['water', 'sugar', 'milk', 'yerba_mate']"
Timpu,"['Peru', 'Bolivia']","['pea', 'onion', 'garlic', 'potato', 'green_bean', 'celery', 'cabbage', 'bean', 'tripe', 'lamb', 'leek', 'rice', 'corn', 'parsley', 'beef_tripe', 'egg', 'carrot', 'chuno', 'fava_bean', 'salt', 'pepper', 'beef']"
Vaho,['Nicaragua'],"['black_pepper', 'beef_brisket', 'yuca', 'plantain', 'beef', 'orange', 'onion', 'garlic', 'cilantro', 'sour_orange_juice', 'bell_pepper', 'salt', 'green_plantain', 'tomato', 'cabbage', 'pepper', 'lime', 'carrot']"
Sapin-sapin,['Philippines'],"['glutinou_rice_flour', 'milk', 'flour', 'coconut', 'violet_food_coloring', 'coconut_flake', 'sugar', 'jackfruit', 'rice', 'pandan_essence', 'margarine', 'coloring', 'butter', 'coconut_milk', 'sweetened_condensed_milk', 'latik', 'yellow_food_coloring']"
Pączki,['Poland'],"['yeast', 'vanilla', 'milk', 'rum', 'flour', 'fruit', 'powdered_sugar_for_dusting', 'sugar', 'fruit_preserve_for_filling', 'jam', 'salt', 'butter', 'vanilla_extract', 'egg']"
Chorizo De Pamplona,['Spain'],"['wine', 'white_pepper', 'oregano', 'pork', 'cayenne', 'garlic', 'salt', 'paprika', 'red_pepper_flake', 'pepper', 'nutmeg']"
Frozen yogurt,['United States'],"['yogurt', 'chocolate', 'milk', 'cream', 'fruit', 'sugar']"
Pastila,['Russia'],"['egg_white', 'berry', 'honey', 'sugar', 'apple', 'egg']"
Kiwiburger,['New Zealand'],"['tomato_sauce', 'bun', 'lettuce', 'bread_bun', 'beef', 'beetroot', 'onion', 'beetroot_slice', 'mustard', 'tomato', 'bread', 'cheese', 'ground_beef_patty', 'egg']"
Choucroute Garnie,['France'],"['white_wine', 'wine', 'onion', 'garlic', 'potato', 'ham_hock', 'berry', 'mustard', 'pork_belly', 'ham', 'bacon', 'sausage', 'sauerkraut', 'juniper_berry', 'pork', 'bay_leaf', 'clove', 'carrot', 'apple']"
Koulourakia,['Greece'],"['egg', 'anise_seed', 'vanilla', 'sesame_seed', 'milk', 'flour', 'sugar', 'butter', 'vanilla_extract', 'orange_juice', 'baking_powder', 'all_purpose_flour', 'orange', 'orange_zest']"
Madeleine (cake),['France'],"['vanilla', 'flour', 'lemon', 'almond', 'sugar', 'butter', 'vanilla_extract', 'almond_extract', 'baking_powder', 'lemon_zest', 'egg']"
Sindhi Pulao,['Pakistan'],"['garam_masala', 'green_chili', 'onion', 'garlic', 'cardamom', 'coriander', 'chili', 'cilantro_leaf', 'cumin_seed', 'cilantro', 'coriander_powder', 'ginger', 'tomato', 'cumin', 'black_peppercorn', 'ghee', 'cinnamon', 'basmati_rice', 'red_chili_powder', 'lamb', 'rice', 'bay_leaf', 'clove', 'chicken', 'yogurt', 'turmeric', 'peppercorn', 'oil']"
Molote,['Mexico'],"['salsa', 'chorizo', 'vegetable', 'vegetable_oil', 'queso_fresco', 'potato', 'corn', 'salt', 'oil', 'water', 'corn_masa']"
Mämmi,['Finland'],"['molass', 'water', 'flour', 'rye_flour', 'salt', 'rye_malt', 'orange', 'orange_zest']"
Gnocchi Alla Romana,['Italy'],"['sage', 'bread_crumb', 'milk', 'nutmeg', 'semolina', 'egg_yolk', 'salt', 'butter', 'pepper', 'bread', 'cheese', 'parmesan_cheese', 'egg']"
Chatti Pathiri,['India'],"['cardamom_powder', 'milk', 'nut', 'coconut', 'cashew_nut', 'coconut_flake', 'sugar', 'cardamom', 'banana', 'oil', 'cashew', 'bread', 'raisin', 'bread_slice', 'egg', 'ghee']"
Poutine,['Canada'],"['french_fry', 'cheese', 'gravy', 'cheese_curd']"
Tatws Pum Munud,['United Kingdom'],"['other_vegetable', 'stock', 'vegetable', 'bacon', 'potato', 'smoked_bacon']"
Gogi-gui,"['North Korea', 'South Korea']","['wine', 'black_pepper', 'chicken', 'sesame_seed', 'rice_wine', 'onion', 'garlic', 'sugar', 'rice', 'green_onion', 'gochujang', 'ginger', 'sesame_oil', 'pork', 'pepper', 'soy_sauce', 'oil', 'beef']"
Eierschecke,['Germany'],"['vanilla_pudding', 'vanilla', 'milk', 'cream', 'flour', 'lemon', 'sugar', 'quark', 'butter', 'raisin', 'lemon_zest', 'baking_powder', 'egg']"
Tavern Sandwich,['United States'],"['bun', 'pickle', 'ground_beef', 'worcestershire_sauce', 'onion', 'mustard', 'salt', 'ketchup', 'pepper', 'cheese', 'hamburger_bun', 'beef']"
