dish_name,countries_of_origin,ingredients
Duckanoo,"['Jamaica', 'Antigua and Barbuda', 'Barbados', 'Saint Vincent and the Grenadines', 'Saint Lucia', 'Bahamas', 'Grenada', 'Haiti', 'Trinidad and Tobago', 'Dominica', 'Dominican Republic', 'Saint Kitts and Nevis', 'Cuba']","['potato', 'batata', 'coconut_milk', 'cornmeal', 'vanilla', 'sugar', 'allspice', 'raisin', 'brown_sugar', 'grated_coconut', 'cinnamon', 'banana', 'coconut', 'nutmeg', 'banana_leaf', 'vanilla_extract', 'salt', 'milk']"
Monaco,['France'],"['lemonade', 'grenadine_syrup', 'syrup', 'beer']"
Omija-cha,"['North Korea', 'South Korea']","['sugar', 'honey', 'omija_berry', 'pine_nut', 'nut']"
Käsespätzle,"['Austria', 'Switzerland', 'Germany']","['parsley', 'pepper', 'egg', 'onion', 'cheese', 'nutmeg', 'butter', 'flour', 'salt', 'milk']"
Chapssal Doughnut,"['North Korea', 'South Korea']","['sugar', 'oil', 'bean', 'water', 'glutinou_rice_flour', 'salt', 'coconut_flake', 'coconut', 'rice', 'yeast', 'red_bean_paste', 'flour', 'sesame_seed']"
Imeretian cheese,['Georgia'],"['rennet', 'water', 'herb', 'sheep_milk', 'cow_milk', 'salt', 'milk']"
Espumilla,['Ecuador'],"['lemon', 'syrup', 'food_coloring', 'vanilla', 'sugar', 'egg', 'blackberry', 'egg_white', 'lemon_juice', 'vanilla_extract', 'guava_syrup']"
Paya,"['Bangladesh', 'India', 'Pakistan']","['chili', 'cardamom', 'turmeric', 'onion', 'coriander', 'chili_powder', 'garlic', 'cinnamon', 'goat', 'ginger', 'cumin', 'clove', 'bay_leaf', 'tomato', 'goat_trotter', 'fennel', 'garam_masala']"
Paris Brest,['France'],"['cream', 'vanilla', 'sugar', 'egg', 'water', 'almond', 'butter', 'flour', 'salt', 'milk']"
Hochepot,"['Belgium', 'France']","['potato', 'onion', 'carrot', 'cabbage', 'pork', 'turnip', 'beef', 'bouquet_garni', 'leek', 'chicken']"
Cougnou,"['Belgium', 'Netherlands', 'France']","['vanilla', 'egg', 'sugar', 'raisin', 'pearl_sugar', 'yeast', 'butter', 'flour', 'vanilla_extract', 'salt', 'milk']"
Bikaneri Bhujia,['India'],"['asafoetida', 'pepper', 'nut', 'bean', 'cumin_seed', 'black_pepper', 'moth_bean', 'cinnamon', 'cashew_nut', 'cumin', 'red_chili_powder', 'clove', 'gram_flour', 'flour', 'cardamom', 'chili', 'salt', 'cashew']"
Tinto De Verano,['Spain'],"['ice', 'lemon', 'vermouth', 'lemon_slice', 'lemon_soda', 'orange_slice', 'wine', 'red_wine', 'orange']"
Corn Dog,['United States'],"['cornmeal', 'hot_dog', 'sugar', 'egg', 'vegetable_oil', 'oil', 'salt', 'baking_powder', 'flour', 'vegetable', 'milk']"
Momo,"['Bhutan', 'Nepal', 'India']","['turmeric', 'oil', 'onion', 'water', 'meat', 'cabbage', 'garlic', 'soy_sauce', 'ginger', 'garam_masala', 'chilly_powder', 'ground_meat', 'flour', 'tomato', 'salt', 'cilantro']"
Balık Ekmek,['Turkey'],"['lemon', 'lettuce', 'parsley', 'pepper', 'oil', 'tomato', 'onion', 'garlic', 'olive', 'lemon_juice', 'pickle', 'bread', 'olive_oil', 'fish', 'fish_fillet', 'salt', 'paprika']"
Brudet,['Croatia'],"['lemon', 'oil', 'garlic', 'olive_oil', 'tomato', 'salt', 'white_wine', 'fish_stock', 'wine', 'fish', 'chili_pepper_flake', 'vinegar', 'parsley', 'olive', 'bay_leaf', 'stock', 'pepper', 'onion', 'lemon_juice', 'chili', 'paprika']"
Sakinalu,['India'],"['oil', 'sesame_seed', 'water', 'chili_powder', 'cumin_seed', 'carom_seed', 'rice_flour', 'black_gram_flour', 'cumin', 'rice', 'flour', 'chili', 'salt']"
Gorgon Cake,['China'],"['coconut_milk', 'vanilla', 'sugar', 'egg', 'water', 'gorgon_seed', 'rice_flour', 'coconut', 'rice', 'flour', 'milk']"
Bánh Da Lợn,['Vietnam'],"['pandan_extract', 'starch', 'coconut_milk', 'sugar', 'bean', 'water', 'mung_bean', 'rice_flour', 'tapioca_starch', 'black_sesame_seed', 'coconut', 'rice', 'flour', 'salt', 'milk']"
Mućkalica,['Serbia'],"['bell_pepper', 'parsley', 'pepper', 'oil', 'onion', 'white_wine', 'black_pepper', 'garlic', 'chili_pepper', 'pork', 'wine', 'bay_leaf', 'tomato', 'chili', 'salt', 'paprika']"
Bee sting cake,['Germany'],"['cream', 'butter', 'vanilla', 'sugar', 'egg', 'honey', 'sliced_almond', 'almond', 'custard_powder', 'yeast', 'custard', 'flour', 'salt', 'milk']"
Beef Bourguignon,['France'],"['parsley', 'pepper', 'onion', 'broth', 'thyme', 'carrot', 'garlic', 'beef_broth', 'bacon', 'mushroom', 'beef', 'tomato_paste', 'wine', 'bay_leaf', 'tomato', 'red_wine', 'salt']"
Scaloppine,['Italy'],"['lemon', 'parsley', 'pepper', 'butter', 'oil', 'wine', 'white_wine', 'chicken', 'garlic', 'olive', 'mushroom', 'lemon_juice', 'veal', 'flour', 'olive_oil', 'salt', 'caper']"
Merkén,['Chile'],"['pepper', 'coriander', 'oil', 'coriander_seed', 'cumin', 'smoked_chili_pepper', 'chili', 'salt']"
Chhena Poda,['India'],"['chhena', 'sugar', 'jaggery', 'ghee', 'semolina', 'cardamom', 'raisin', 'baking_powder', 'nut']"
Kağıt Kebabı,['Turkey'],"['oil', 'garlic', 'oregano', 'olive_oil', 'tomato', 'salt', 'butter', 'parsley', 'paprika', 'thyme', 'carrot', 'olive', 'green_pepper', 'eggplant', 'potato', 'pepper', 'onion', 'black_pepper', 'zucchini', 'lamb']"
Merguez,"['Morocco', 'Libya', 'Algeria', 'Tunisia']","['mint', 'oil', 'garlic', 'beef', 'olive_oil', 'ground_lamb', 'salt', 'cinnamon', 'cayenne_pepper', 'parsley', 'paprika', 'fennel_seed', 'sumac', 'olive', 'ground_beef', 'fennel', 'pepper', 'coriander', 'black_pepper', 'cumin', 'harissa', 'lamb']"
Chitranna,['India'],"['asafoetida', 'lemon', 'mustard', 'mustard_seed', 'turmeric', 'green_chili', 'oil', 'coriander', 'grated_coconut', 'ginger', 'coconut', 'peanut', 'rice', 'lemon_juice', 'chili', 'salt', 'coriander_leaf', 'curry_leaf']"
Granita,['Italy'],"['lemon', 'fruit_juice', 'puree', 'sugar', 'cocoa_powder', 'water', 'fruit', 'coffee', 'lemon_juice', 'alcohol', 'herb']"
Apple Strudel,['Austria'],"['walnut', 'lemon', 'apple', 'sugar', 'phyllo_dough', 'powdered_sugar', 'cinnamon', 'lemon_juice', 'bread', 'butter', 'bread_crumb', 'raisin']"
Danish Pastry,"['Austria', 'Denmark']","['butter', 'sugar', 'egg', 'yeast', 'flour', 'salt', 'milk']"
Karamen,['Japan'],"['ground_pork', 'raman_noodle', 'bean_sprout', 'oil', 'bok_choy', 'noodle', 'garlic', 'chicken_broth', 'miso', 'pork', 'bean', 'chili_paste', 'shichimi_togarashi', 'green_onion', 'sesame_oil', 'soy_sauce', 'onion', 'broth', 'ginger', 'miso_paste', 'chili', 'chicken']"
Gustavus Adolphus Pastry,['Sweden'],"['cream', 'whipped_cream', 'sugar', 'powdered_sugar', 'marzipan', 'chocolate', 'raspberry_jam', 'puff_pastry', 'custard', 'icing', 'jam']"
Ants Climbing A Tree,['China'],"['starch', 'ground_pork', 'sugar', 'oil', 'noodle', 'garlic', 'glas_noodle', 'peppercorn', 'corn_starch', 'chicken_broth', 'corn', 'pork', 'wine', 'scallion', 'vegetable_oil', 'sesame_oil', 'soy_sauce', 'pepper', 'broth', 'doubanjiang', 'sichuan_peppercorn', 'ginger', 'shaoxing_wine', 'chili', 'vegetable', 'chicken', 'dried_chili_pepper']"
Mini burgers,['United States'],"['mustard', 'lettuce', 'bun', 'onion', 'small_bun', 'ketchup', 'cheese', 'pickle', 'beef', 'beef_patty', 'mayonnaise', 'tomato']"
Chupe de camarones,['Peru'],"['oil', 'egg', 'evaporated_milk', 'garlic', 'oregano', 'tomato', 'salt', 'cilantro', 'pea', 'corn', 'fish', 'milk', 'bell_pepper', 'parsley', 'shrimp', 'aji_amarillo', 'carrot', 'cheese', 'rice', 'fish_broth', 'crayfish', 'potato', 'pepper', 'onion', 'broth', 'white_cheese']"
Baleada,['Honduras'],"['hot_sauce', 'scrambled_egg', 'cream', 'tortilla', 'egg', 'onion', 'meat', 'queso_duro', 'avocado', 'ground_meat', 'pickled_onion', 'flour', 'bean', 'refried_bean', 'flour_tortilla', 'sour_cream']"
Pork Chop Bun,['Macau'],"['cooking_oil', 'lettuce', 'starch', 'pepper', 'bun', 'sugar', 'oil', 'corn_starch', 'oyster_sauce', 'pork_chop', 'corn', 'garlic', 'soy_sauce', 'pork', 'mayonnaise', 'tomato', 'salt']"
Kalakukko,['Finland'],"['potato', 'pepper', 'onion', 'pork_fat', 'bacon', 'pork', 'fish', 'salt']"
Pollo Chijaukai,['Peru'],"['chicken_thigh', 'starch', 'vegetable_oil', 'sugar', 'oil', 'corn_starch', 'sesame_oil', 'corn', 'garlic', 'vegetable', 'soy_sauce', 'ginger', 'rice', 'wine', 'rice_wine', 'scallion', 'cilantro', 'chicken']"
Kulich,"['Belarus', 'Georgia', 'Moldova', 'Romania', 'Serbia', 'North Macedonia', 'Russia', 'Ukraine']","['lemon', 'sugar', 'egg', 'lemon_zest', 'orange', 'salt', 'sprinkle', 'candied_fruit', 'saffron', 'glaze', 'butter', 'yeast', 'milk', 'vanilla', 'rum', 'almond', 'flour', 'vanilla_extract', 'raisin', 'orange_zest', 'fruit', 'cardamom']"
Mohinga,['Myanmar'],"['lemon', 'lime', 'chickpea', 'egg', 'noodle', 'garlic', 'cilantro', 'fish_paste', 'banana', 'rice_noodle', 'fish', 'rice', 'hard_boiled_egg', 'shallot', 'flour', 'fish_sauce', 'lemon_gras', 'turmeric', 'onion', 'chickpea_flour', 'spring_onion', 'chili', 'banana_stem']"
Mansaf,"['Jordan', 'Palestine']","['parsley', 'yogurt', 'pepper', 'turmeric', 'onion', 'black_pepper', 'ghee', 'almond', 'rice', 'saffron', 'flatbread', 'jameed', 'pine_nut', 'salt', 'lamb', 'nut']"
Matambre,"['Argentina', 'Paraguay', 'Uruguay']","['pepper', 'egg', 'beef_steak', 'vegetable', 'beef', 'hard_boiled_egg', 'ham', 'herb']"
Queijada,['Portugal'],"['lemon', 'vanilla', 'sugar', 'egg', 'lemon_zest', 'cheese', 'cinnamon', 'butter', 'flour', 'vanilla_extract', 'milk']"
Breakfast Roll,['Ireland'],"['black_pudding', 'egg', 'tomato', 'white_pudding', 'bacon', 'mushroom', 'toast', 'bean', 'sausage']"
Weetabix,['United Kingdom'],"['wheat', 'sugar', 'whole_grain_wheat', 'barley_malt_extract', 'barley', 'salt']"
Mother-in-law,['United States'],"['hot_sauce', 'mustard', 'bun', 'tamale', 'onion', 'sandwich_bun', 'cheese', 'pickle', 'chili']"
Anthotyros,['Greece'],"['spice', 'salt', 'sheep_milk', 'goat', 'goat_milk', 'herb', 'milk']"
Abbacchio,['Italy'],"['sage', 'lemon', 'pepper', 'oil', 'vinegar', 'wine', 'white_wine', 'garlic', 'olive', 'olive_oil', 'rosemary', 'bay_leaf', 'anchovy', 'salt', 'lamb']"
Qormeh Sabzi,"['Azerbaijan', 'Iran']","['spinach', 'parsley', 'lime', 'dried_lime', 'pepper', 'oil', 'turmeric', 'onion', 'water', 'garlic', 'lamb', 'fenugreek', 'saffron', 'kidney_bean', 'bean', 'salt', 'cilantro']"
Ginataang Munggo,['Philippines'],"['garlic', 'salt', 'green_chili', 'pork', 'fish', 'bean', 'milk', 'spinach', 'coconut_milk', 'shrimp', 'moringa_leaf', 'fish_sauce', 'chayote', 'pepper', 'onion', 'water', 'black_pepper', 'ginger', 'coconut', 'chili', 'mung_bean']"
Hákarl,['Iceland'],"['meat', 'shark_meat']"
Htamanè,['Myanmar'],"['glutinou_rice', 'sugar', 'oil', 'sesame_seed', 'water', 'coconut_slice', 'cashew_nut', 'banana', 'ginger', 'coconut', 'peanut', 'rice', 'banana_leaf', 'cashew', 'salt', 'nut']"
Kati Roll,"['Bangladesh', 'India']","['lemon', 'lettuce', 'mint', 'oil', 'egg', 'tamarind_chutney', 'garlic', 'paneer', 'tomato', 'salt', 'yogurt', 'green_chili', 'cumin_powder', 'garam_masala', 'red_chili_powder', 'coriander_leaf', 'tamarind', 'bell_pepper', 'mint_chutney', 'tomato_ketchup', 'ginger_garlic_paste', 'paratha', 'coriander_powder', 'pepper', 'turmeric', 'onion', 'chaat_masala', 'coriander', 'ginger', 'cumin', 'lemon_juice', 'turmeric_powder', 'ketchup', 'chili', 'chicken']"
White Pudding,"['United Kingdom', 'Ireland']","['pork_meat', 'spice', 'onion', 'oatmeal', 'meat', 'pork_fat', 'pork', 'suet']"
Chả rươi,['Vietnam'],"['sand_worm', 'pepper', 'egg', 'dill', 'pork', 'ginger', 'tangerine_peel', 'fish', 'scallion', 'chili', 'fish_sauce']"
Risalamande,['Denmark'],"['cherry', 'cream', 'cherry_sauce', 'vanilla', 'sugar', 'almond', 'rice', 'whipped_cream', 'milk']"
Bauru,['Brazil'],"['melted_cheese', 'cheese', 'roast_beef', 'pickle', 'beef', 'tomato']"
Speculaas,"['Belgium', 'Netherlands', 'Germany']","['pepper', 'anise_seed', 'sugar', 'baking_soda', 'brown_sugar', 'cinnamon', 'ginger', 'almond', 'nutmeg', 'butter', 'clove', 'white_pepper', 'flour', 'cardamom', 'salt', 'milk']"
Cheesesteak,['United States'],"['pepper', 'provolone_cheese', 'hoagie_roll', 'onion', 'cheese', 'mushroom', 'green_pepper', 'steak']"
Shiruko,['Japan'],"['sugar', 'water', 'sweetened_condensed_milk', 'chestnut', 'azuki_bean', 'mochi', 'bean', 'milk']"
Motsu Soba,['Japan'],"['mirin', 'pork_entrail', 'dashi_broth', 'noodle', 'garlic', 'mushroom', 'beef', 'sake', 'pork', 'shichimi_togarashi', 'green_onion', 'dashi', 'soy_sauce', 'kamaboko', 'pepper', 'onion', 'broth', 'chili_pepper', 'ginger', 'buckwheat_noodle', 'chili']"
A-gei,['Taiwan'],"['surumi', 'cellophane_noodle', 'pepper', 'ground_pork', 'starch', 'corn_starch', 'oil', 'egg', 'corn', 'noodle', 'tofu', 'garlic', 'soy_sauce', 'pork', 'mushroom', 'black_fungu', 'salt']"
Stegt Flæsk,['Denmark'],"['potato', 'pork']"
Ramune Candy,['Japan'],"['syrup', 'starch', 'corn_starch', 'sugar', 'citric_acid', 'coloring', 'corn', 'flavoring', 'glucose_syrup']"
Samgye-tang,"['North Korea', 'South Korea']","['garlic', 'salt', 'herb', 'milk_vetch_root', 'milk', 'glutinou_rice', 'ginkgo_nut', 'green_onion', 'whole_young_chicken', 'medicinal_herb_like_astragalu', 'rice', 'jujube', 'sesame_seed', 'pepper', 'onion', 'water', 'chestnut', 'ginseng', 'chicken', 'nut']"
Khòng-bah-pn̄g,"['Malaysia', 'Singapore', 'China', 'Taiwan']","['fermented_soybean', 'sugar', 'garlic', 'salt', 'minced_garlic', 'cinnamon', 'pork', 'wine', 'rice_wine', 'scallion', 'cinnamon_stick', 'scallion_for_garnish', 'star_anise', 'soy_sauce', 'rice', 'cooking_rice_wine', 'pepper', 'pork_belly', 'crushed_ginger', 'ginger']"
Sayadieh,['Lebanon'],"['lemon', 'pepper', 'turmeric', 'oil', 'onion', 'allspice', 'garlic', 'olive', 'cinnamon', 'lemon_juice', 'cumin', 'saffron', 'rice', 'olive_oil', 'fish', 'pine_nut', 'salt', 'nut']"
Lou Mei,"['Hong Kong', 'China', 'Taiwan']","['broth', 'meat', 'tofu', 'tofu_in_a_rich', 'variou_meat', 'seasoned_soy_sauce_broth']"
Goiabada,['Brazil'],"['lemon', 'sugar', 'water', 'lemon_juice', 'guava']"
Vigorón,['Nicaragua'],"['chili', 'parsley', 'lime', 'yuca', 'pepper', 'pickled_vegetable', 'onion', 'vinegar', 'lime_juice', 'cabbage', 'chili_pepper', 'vegetable', 'boiled_yuca_leaf', 'tomato', 'chicharron', 'salt']"
Yakisoba,['Japan'],"['green_onion', 'worcestershire_sauce', 'bean_sprout', 'onion', 'carrot', 'cabbage', 'noodle', 'pork', 'bean']"
Muisjes,['Netherlands'],"['food_coloring', 'sugar', 'sprinkle', 'powdered_sugar', 'anise_seed', 'pastel_coating']"
Harira,"['Morocco', 'Algeria']","['lemon', 'chickpea', 'oil', 'noodle', 'garlic', 'olive_oil', 'tomato', 'salt', 'cilantro', 'vermicelli_noodle', 'cinnamon', 'saffron', 'cayenne_pepper', 'parsley', 'paprika', 'olive', 'lentil', 'rice', 'bay_leaf', 'flour', 'celery', 'pepper', 'turmeric', 'onion', 'coriander', 'water', 'black_pepper', 'ginger', 'lamb']"
Wuzetka,['Poland'],"['cream', 'dark_chocolate', 'gelatin', 'sugar', 'egg', 'vanilla_extract', 'vanilla', 'chocolate', 'butter', 'baking_cocoa', 'flour', 'whipping_cream', 'baking_powder']"
Sincronizada,['Mexico'],"['tortilla', 'onion', 'tomato', 'cheese', 'avocado', 'flour', 'ham', 'flour_tortilla', 'jalapeno']"
Chipa Guasu,['Paraguay'],"['onion', 'egg', 'fresh_corn_kernel', 'corn', 'cheese', 'butter', 'salt', 'milk']"
Meskouta,['Morocco'],"['orange_zest', 'yogurt', 'vanilla', 'oil', 'sugar', 'egg', 'milk', 'orange_juice', 'almond', 'flour', 'vanilla_extract', 'orange', 'salt', 'baking_powder']"
Ketoprak,['Indonesia'],"['lime', 'peanut_sauce', 'bean_sprout', 'cracker', 'vermicelli_noodle', 'fried_shallot', 'lime_juice', 'tamarind', 'noodle', 'tofu', 'garlic', 'rice', 'shallot', 'bean', 'chili', 'rice_cake', 'sweet_soy_sauce', 'peanut']"
Arroz A La Tumbada,['Mexico'],"['lime', 'oil', 'garlic', 'fish_fillet', 'tomato', 'salt', 'cilantro', 'pea', 'white_wine', 'lobster', 'green_bell_pepper', 'clam', 'squid', 'wine', 'mussel', 'fish', 'vegetable_oil', 'shrimp', 'carrot', 'rice', 'pepper', 'onion', 'water', 'broth', 'chili_pepper', 'chili', 'vegetable']"
Queimada,['Spain'],"['coffee_bean', 'lemon', 'additional_fruit', 'sugar', 'brandy', 'fruit', 'coffee', 'cinnamon', 'orujo', 'lemon_peel', 'coffee_liqueur', 'bean', 'orange', 'cinnamon_stick', 'orange_peel']"
Khorovats,['Armenia'],"['oil', 'chicken', 'garlic', 'lamb', 'mushroom', 'beef', 'tomato', 'salt', 'pork', 'bell_pepper', 'parsley', 'sumac', 'eggplant', 'potato', 'pepper', 'onion', 'black_pepper', 'zucchini', 'paprika']"
Fattoush,['Lebanon'],"['lemon', 'green_onion', 'lettuce', 'mint', 'parsley', 'oil', 'pepper', 'onion', 'sumac', 'olive', 'cucumber', 'pita_bread', 'lemon_juice', 'bread', 'olive_oil', 'tomato', 'salt', 'radish']"
Ukha,['Russia'],"['lemon', 'potato', 'vodka', 'parsley', 'pepper', 'fish', 'onion', 'water', 'black_pepper', 'carrot', 'dill', 'bay_leaf', 'tomato', 'parsley_root']"
Tulumba,"['Oman', 'Jordan', 'Armenia', 'Greece', 'Georgia', 'Bulgaria', 'Bahrain', 'Palestine', 'Qatar', 'Romania', 'Azerbaijan', 'Bosnia and Herzegovina', 'United Arab Emirates', 'Iraq', 'Syria', 'Israel', 'Serbia', 'Croatia', 'North Macedonia', 'Albania', 'Lebanon', 'Iran', 'Egypt', 'Montenegro', 'Cyprus', 'Turkey', 'Slovenia', 'Kuwait', 'Saudi Arabia']","['lemon', 'vanilla_extract', 'sugar', 'egg', 'oil', 'vanilla', 'rose_water', 'water', 'honey', 'lemon_juice', 'butter', 'flour', 'oil_for_frying', 'baking_powder']"
Sate Bandeng,['Indonesia'],"['lemon', 'lime', 'sugar', 'garlic', 'salt', 'lime_leaf', 'grated_coconut', 'milk', 'tamarind', 'coconut_milk', 'milkfish', 'candlenut', 'shallot', 'lemon_gras', 'turmeric', 'coriander', 'galangal', 'coconut', 'chili']"
Kashiwa Mochi,['Japan'],"['sugar', 'kashiwa_leaf', 'water', 'mochi_rice', 'rice', 'red_bean_paste', 'bean']"
Esgarraet,['Spain'],"['pepper', 'oil', 'onion', 'black_olive', 'red_pepper', 'garlic', 'olive', 'olive_oil', 'salted_cod', 'tomato']"
Halabos,['Philippines'],"['lemon', 'pepper', 'shrimp', 'oil', 'water', 'soda', 'garlic', 'butter', 'calamansi_juice', 'salt']"
Virado,['Brazil'],"['manioc_flour', 'tomato', 'egg', 'onion', 'torresmo', 'bean', 'garlic', 'banana', 'pork', 'rice', 'flour', 'sausage', 'kale']"
Palmier,['France'],"['vanilla', 'sugar', 'cinnamon', 'chocolate', 'puff_pastry', 'butter']"
Sheftalia,['Cyprus'],"['lemon', 'parsley', 'pepper', 'onion', 'pork_mince', 'sausage', 'garlic', 'cinnamon', 'pork', 'sausage_casing', 'leek', 'lamb_mince', 'salt', 'lamb']"
Jjigae,"['South Korea', 'North Korea']","['green_onion', 'pepper', 'kimchi', 'oil', 'onion', 'sesame_oil', 'tofu', 'garlic', 'red_pepper_flake', 'soy_sauce', 'pork', 'mushroom', 'beef', 'fish', 'fish_sauce']"
Burrito,"['United States', 'Mexico']","['bell_pepper', 'salsa', 'lettuce', 'cream', 'pepper', 'tortilla', 'guacamole', 'onion', 'bean', 'meat', 'jalapeno', 'cheese', 'rice', 'tomato', 'cilantro', 'sour_cream']"
Emmental Cheese,['Switzerland'],"['rennet', 'starter_culture', 'cow_milk', 'salt', 'milk']"
Ham And Egg Bun,['Hong Kong'],"['butter', 'sugar', 'oil', 'egg', 'salt', 'yeast', 'flour', 'ham', 'sesame_seed', 'milk']"
Kitcha,"['Eritrea', 'Ethiopia']","['wheat', 'oil', 'water', 'fenugreek_seed', 'wheat_flour', 'fenugreek', 'butter', 'clarified_butter', 'flour', 'salt']"
Bake And Shark,['Trinidad and Tobago'],"['lemon', 'lettuce', 'shark', 'lime', 'bun', 'oil', 'shadow_benny', 'garlic', 'bread', 'tomato', 'salt', 'hot_sauce', 'cucumber', 'pickle', 'mayonnaise', 'coleslaw', 'thyme', 'flour', 'cornmeal', 'pepper', 'onion', 'black_pepper', 'ketchup']"
Bagel De Montréal,['Canada'],"['sugar', 'oil', 'egg', 'poppy_seed', 'water', 'honey', 'salt', 'malt', 'yeast', 'flour', 'sesame_seed']"
Sakuramochi,['Japan'],"['cherry', 'glutinou_rice', 'sweetened_red_bean_paste', 'food_coloring', 'sugar', 'pickled_cherry_leaf', 'rice', 'bean']"
Chanfaina,"['Mexico', 'Peru', 'Spain', 'Bolivia', 'Argentina']","['oil', 'garlic', 'lamb', 'liver', 'olive_oil', 'salt', 'white_wine', 'pork_offal', 'pork', 'wine', 'olive', 'rice', 'bay_leaf', 'potato', 'stock', 'pepper', 'onion', 'black_pepper', 'paprika']"
California Roll,"['Canada', 'United States']","['crab', 'meat', 'cucumber', 'avocado', 'sushi_rice', 'nori', 'rice', 'imitation_crab_meat']"
Biltong,"['Zimbabwe', 'Namibia', 'Malawi', 'Zambia', 'Botswana', 'Eswatini', 'South Africa', 'Lesotho']","['pepper', 'sugar', 'coriander', 'black_pepper', 'garlic', 'beef', 'vinegar', 'chili', 'salt']"
Mute,['Colombia'],"['potato', 'pepper', 'lime', 'onion', 'cassava', 'corn', 'garlic', 'chili_pepper', 'pork', 'cassava_potato', 'cumin', 'beef', 'avocado', 'hominy', 'bay_leaf', 'chili', 'salt', 'cilantro']"
Fried cheese curds,"['United States', 'Canada']","['bread_crumb', 'pepper', 'oil', 'onion_powder', 'egg', 'onion', 'milk', 'beer', 'cheese', 'garlic', 'cheese_curd', 'bread', 'flour', 'oil_for_frying', 'garlic_powder', 'salt', 'baking_powder']"
Rundstück Warm,['Germany'],"['mustard', 'cabbage', 'gravy', 'pork_roast', 'bread_roll', 'pickle', 'pork', 'bread']"
Frog Cake,['Australia'],"['buttercream', 'food_coloring', 'marzipan', 'icing', 'sponge_cake']"
Fritada,['Ecuador'],"['plantain', 'potato', 'oil', 'onion', 'water', 'achiote', 'orange_juice', 'corn', 'ripe_banana', 'garlic', 'banana', 'pork', 'cumin', 'avocado', 'orange', 'salt']"
Ema Datshi,['Bhutan'],"['pepper', 'vegetable_oil', 'oil', 'onion', 'green_chili_pepper', 'salt', 'cheese', 'garlic', 'ginger', 'tomato', 'chili', 'vegetable', 'milk']"
Olla Gitana,['Spain'],"['chickpea', 'oil', 'pumpkin', 'garlic', 'olive_oil', 'tomato', 'ham', 'salt', 'green_bell_pepper', 'saffron', 'bean', 'chorizo', 'pear', 'olive', 'almond', 'bay_leaf', 'green_bean', 'potato', 'pepper', 'ham_bone', 'onion', 'water', 'broth', 'paprika']"
Spatlo,['South Africa'],"['lettuce', 'egg', 'avocado', 'beef', 'bread', 'sandwich_bread', 'tomato', 'bacon', 'pickle', 'sauce', 'cheese', 'hot_dog_sausage', 'chili_relish', 'beef_patty', 'fried_onion_ring', 'onion', 'french_fry', 'chili', 'sausage']"
Hani,['United States'],"['mustard', 'lettuce', 'grilled_onion', 'onion', 'pita_bread', 'cheese', 'bacon', 'cheddar_cheese', 'mayonnaise', 'bread', 'chicken_breast', 'tomato', 'chicken']"
Mouna,['Algeria'],"['lemon', 'sugar', 'egg', 'oil', 'lemon_zest', 'olive_oil', 'orange', 'salt', 'yeast', 'butter', 'anise_seed', 'milk', 'vanilla', 'olive', 'almond', 'flour', 'vanilla_extract', 'sesame_seed', 'orange_zest', 'water', 'orange_juice', 'orange_blossom_water']"
Suncake,['Taiwan'],"['condensed_milk', 'sugar', 'egg', 'water', 'maltose', 'milk_powder', 'egg_yolk', 'baking_powder', 'butter', 'flour', 'lard', 'sesame_seed', 'milk']"
Umngqusho,['South Africa'],"['parsley', 'pepper', 'oil', 'onion', 'coriander', 'chili_powder', 'water', 'black_pepper', 'samp', 'bean', 'corn', 'garlic', 'butter', 'tomato', 'chili', 'salt']"
Banketstaaf,['Netherlands'],"['sugar', 'egg', 'cinnamon', 'almond_paste', 'almond', 'butter', 'flour', 'salt', 'milk']"
Pavese Agnolotti,['Italy'],"['sage', 'lemon', 'spinach', 'pepper', 'butter', 'egg', 'ricotta_cheese', 'parmesan_cheese', 'black_pepper', 'meat', 'lemon_zest', 'garlic', 'cheese', 'nutmeg', 'ground_meat', 'all_purpose_flour', 'flour', 'salt']"
Griot,['Haiti'],"['lime', 'oil', 'garlic', 'scotch_bonnet_pepper', 'clove', 'orange', 'salt', 'lime_juice', 'pork', 'bouillon_cube', 'vinegar', 'bell_pepper', 'parsley', 'thyme', 'shallot', 'pepper', 'onion', 'black_pepper', 'orange_juice']"
Ensalada Campera,['Spain'],"['potato', 'red_bell_pepper', 'pepper', 'oil', 'egg', 'onion', 'vinegar', 'black_pepper', 'olive', 'green_bell_pepper', 'hard_boiled_egg', 'tomato', 'tuna', 'olive_oil', 'salt']"
Johnny Marzetti,['United States'],"['egg', 'noodle', 'garlic', 'mushroom', 'beef', 'tomato', 'salt', 'diced_tomato', 'tomato_sauce', 'green_bell_pepper', 'tomato_paste', 'mozzarella_cheese', 'egg_noodle', 'worcestershire_sauce', 'cheese', 'ground_beef', 'cheddar_cheese', 'pepper', 'onion', 'water', 'broth', 'black_pepper', 'parmesan_cheese']"
Stovies,['United Kingdom'],"['potato', 'pepper', 'onion', 'meat', 'leftover_meat', 'carrot', 'turnip', 'beef', 'beef_dripping', 'salt']"
